"panelista","encuesta","nombreapp","paquete","version","fuente","categoria","malware","sistema","lanzador","fecha 2020-01","dias 2020-01","uso 2020-01","fecha 2020-02","dias 2020-02","uso 2020-02","fecha 2020-03","dias 2020-03","uso 2020-03","fecha 2020-04","dias 2020-04","uso 2020-04","fecha 2020-05","dias 2020-05","uso 2020-05","fecha 2020-06","dias 2020-06","uso 2020-06"
"9315","EFOLMHVR","sonia","com.theotino.bingo.luckybingo.wonderland","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/17/2020 18:35","16","89521020","0","0","N/D"
"9315","EFOLMHVR","sonia","air.com.pipastudios.release.praiabingo","","","","","","","0","0","N/D","2020-02-29 21:14","28","164328","","30","70499","0","0","N/D","","0","","0","0","N/D"
"9357","WUQWAVGN","sonia","com.absolute.bingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","","27","329072","","0","","0","0","N/D"
"9357","WUQWAVGN","sonia","com.cscs.bingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","","27","447077","","0","","0","0","N/D"
"9357","WUQWAVGN","sonia","es.cabmagazine.bingoencasa","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","","27","172128","","0","","0","0","N/D"
"9373","BACDIMAD","sonia","air.com.bitrhymes.bingo","","","","","","","0","0","N/D","2020-02-26 20:07","25","50581652","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9390","RCINVFBQ","sonia","es.bingo.cartonesbingo","","","","","","","0","0","N/D","0","0","N/D","","21","42715","0","0","N/D","","0","","0","0","N/D"
"9404","DEILXVFK","""Huuuge Casino""","com.huuuge.casino.slots","""5.3.1850""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-26 21:36","25","0","0","0","N/D","0","0","N/D","5/17/2020 3:20","16","0","0","0","N/D"
"9404","DEILXVFK","""Billionaire Casino""","com.huuuge.casino.texas","""5.3.1850""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-26 21:36","25","0","0","0","N/D","0","0","N/D","5/17/2020 3:20","16","0","0","0","N/D"
"9404","DEILXVFK","""Pop! Slots""","com.playstudios.popslots","""2.56.14636""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-26 21:36","25","399927","0","0","N/D","0","0","N/D","5/17/2020 3:20","16","300392","0","0","N/D"
"9404","DEILXVFK","""Scatter Slots""","com.murka.scatterslots","""3.57.0""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-26 21:36","25","0","0","0","N/D","0","0","N/D","5/17/2020 3:20","16","0","0","0","N/D"
"9404","DEILXVFK","""Bingo Bash""","air.com.bitrhymes.bingo","""1.149.0""","com.android.vending","Board","","","1","0","0","N/D","2020-02-26 21:36","25","0","0","0","N/D","0","0","N/D","5/17/2020 3:20","16","0","0","0","N/D"
"9421","FJDAHCER","""PokerStars ES""","com.pyrsoftware.pokerstars.es","""1.119.1""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-24 21:10","23","0","0","0","N/D","0","0","N/D","5/13/2020 19:34","12","0","0","0","N/D"
"9422","IKHSPSIU","""Texas Holdem Poker""","com.geaxgame.gamezone.texas","""4.7.6""","com.android.vending","Card","","","1","0","0","N/D","2020-02-27 08:13","26","0","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9445","IFKPNIPC","""Bingo en Casa""","es.cabmagazine.bingoencasa","""3.3.1""","com.android.vending","Casual","","",""," ","26","0","2020-02-26 19:33","25","0","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9446","YSPMIJTH","sonia","es.cabmagazine.bingoencasa","","","","","","","0","0","N/D","0","0","N/D","","25","64932","0","0","N/D","","0","","0","0","N/D"
"9452","LCVBHRAH","""Huuuge Casino""","com.huuuge.casino.slots","""5.3.1850""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-29 18:56","28","0","","27","0","0","0","N/D","5/19/2020 5:55","18","0","0","0","N/D"
"9506","KDLILQVE","""Spin Day""","com.viker.spinday","""2.12.0""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9506","KDLILQVE","""Lucky Day""","com.luckyday.app","""6.8.2""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9510","KGAYJYYH","sonia","es.bingo.cartonesbingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/23/2020 11:35","22","10272522","0","0","N/D"
"9521","FRXKYERT","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","0","0","N/D","","6","0","0","0","N/D","","0","","0","0","N/D"
"9524","IPXTMDLW","""Spin Day""","com.viker.spinday","""2.12.0""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-29 09:39","28","0","","30","0","0","0","N/D","5/31/2020 21:59","30","0","","4","0"
"9524","IPXTMDLW","""Spin Royale""","com.viker.spinroyale","""1.6.4""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-29 09:39","28","0","","30","0","0","0","N/D","5/31/2020 21:59","30","0","0","0","N/D"
"9524","IPXTMDLW","""Scratch Day""","com.viker.scratchattack","""3.11.1""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-29 09:39","28","0","","30","0","0","0","N/D","5/31/2020 21:59","30","0","0","0","N/D"
"9532","XBOJRUGG","""Huuuge Casino""","com.huuuge.casino.slots","""5.3.1850""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/16/2020 2:30","15","0","0","0","N/D"
"9532","XBOJRUGG","sonia","com.huuuge.casino.texas","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/16/2020 2:30","15","2249138","0","0","N/D"
"9532","XBOJRUGG","sonia","com.wgames.en.neverlandcasino","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/16/2020 2:30","15","449863","0","0","N/D"
"9574","SPDYNQTS","""Coin Dozer""","com.leftover.CoinDozer","""21.9""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-26 12:57","25","0","0","0","N/D","0","0","N/D","5/13/2020 12:17","12","0","0","0","N/D"
"9608","CDIJHCKY","sonia","com.gamepoint.bingo","","","","","","","0","0","N/D","2020-02-29 19:54","28","11152","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9714","KBDYLIIS","sonia","com.kamagames.pokerist","","","","","","","0","0","N/D","2020-02-26 18:19","25","2677827","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9761","RSBBFGBX","sonia","air.com.our.bingo","","","","","","","0","0","N/D","2020-02-10 09:07","9","0","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9767","XCLYWTOX","""Paf Casino""","com.paf.mobile","""2.0.4""","com.google.android.packageinstaller","Sin categorizar","","","1","","26","0","2020-02-29 18:11","28","0","0","0","N/D","","29","0","","0","","0","0","N/D"
"9771","BJXRSRWO","""Codere APPuestas""","es.codere.apuestas","""1.0""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9771","BJXRSRWO","""888Poker.es""","air.com.A888pokerandroid.ES","""8.2.326""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-24 22:06","23","400272","","30","2105514","0","0","N/D","5/23/2020 14:43","22","9547318","0","0","N/D"
"9771","BJXRSRWO","""bet365""","com.bet365Wrapper.Bet365_Application","""5.0.0.0""","com.google.android.packageinstaller","Sports","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/23/2020 14:43","22","277691","0","0","N/D"
"9771","BJXRSRWO","""Sportium""","es.sportium.apuestas","""1.6.41""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-24 22:06","23","0","","30","430177","0","0","N/D","5/23/2020 14:43","22","669006","0","0","N/D"
"9771","BJXRSRWO","""PokerStars ES""","com.pyrsoftware.pokerstars.es","""1.119.1""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-24 22:06","23","408559","","30","497426","0","0","N/D","5/23/2020 14:43","22","638618","0","0","N/D"
"9788","UFEEQWRM","""Slotomania""","air.com.playtika.slotomania","""6.0.2""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","30","0","","26","0","5/22/2020 23:38","22","0","0","0","N/D"
"9798","VLVNGULV","sonia","com.Bingo.Fighter","","","","","","","0","0","N/D","0","0","N/D","","10","657790","0","0","N/D","","0","","0","0","N/D"
"9837","HSBFRCUP","""Huuuge Casino""","com.huuuge.casino.slots","""5.2.1800""","com.android.vending","Casino","","","1"," ","26","0","2020-02-29 18:11","28","0","0","0","N/D","","29","0","5/30/2020 22:05","30","0","0","0","N/D"
"9837","HSBFRCUP","""Billionaire Casino""","com.huuuge.casino.texas","""5.3.1850""","com.android.vending","Casino","","","1"," ","26","0","2020-02-29 18:11","28","0","0","0","N/D","","29","0","5/30/2020 22:05","30","0","0","0","N/D"
"9837","HSBFRCUP","""Caesars Slots""","com.playtika.caesarscasino","""3.51.1""","com.android.vending","Casino","","","1"," ","26","240992","2020-02-29 18:11","28","945552","","9","11309","","29","135769","5/30/2020 22:05","30","684457","0","0","N/D"
"9837","HSBFRCUP","""Big Time""","com.winrgames.bigtime","""3.4.5""","com.android.vending","Casino","","","1"," ","26","495995","2020-02-29 18:11","28","3731714","","9","0","","29","0","5/30/2020 22:05","30","0","0","0","N/D"
"9837","HSBFRCUP","""Stars Slots""","com.huuuge.stars.slots","""1.0.921""","com.android.vending","Casino","","","1"," ","26","0","2020-02-29 18:11","28","0","0","0","N/D","","29","0","5/30/2020 22:05","30","0","0","0","N/D"
"9837","HSBFRCUP","sonia","air.com.buffalo_studios.newflashbingo","","","","","",""," ","26","0","2020-02-29 18:11","28","0","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9837","HSBFRCUP","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","","29","0","","0","","0","0","N/D"
"9844","QLWTRRII","""Ra Slots""","slots.slot.machine.casino.free","""1.67""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9844","QLWTRRII","""Mundo Slots""","io.socialgamesonline.mundoslots","""1.6.0""","com.android.vending","Casino","","","","0","0","N/D","2020-02-28 02:16","27","30886","","14","6887","0","0","N/D","5/17/2020 17:55","16","366828","0","0","N/D"
"9895","SMCKJKCL","""Com2uSPoker""","com.com2us.c2sholdem.normal.freefull.samsungapps.global.android.samsung","""1.2.7""","system","Sin categorizar","","1","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9910","OVGOGPES","""Abradoodle Bingo""","com.abradoodle.bingo","""2.6.03""","com.android.vending","Board","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"9936","WBTEXCBW","""Bingo Pop""","com.uken.BingoPop","""6.1.50""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-29 20:40","28","0","","30","0","","27","0","5/8/2020 2:20","7","0","0","0","N/D"
"9957","BPOACXNC","""Neverland Casino""","com.wgames.en.neverlandcasino","""2.45.1""","com.android.vending","Casino","","","1"," ","30","662532","2020-02-29 22:59","28","1442129","","30","3210035","","29","635141","5/31/2020 21:59","30","2678513","","29","783776"
"9957","BPOACXNC","""Billionaire Casino""","com.huuuge.casino.texas","""5.3.1850""","com.android.vending","Casino","","","1"," ","30","0","2020-02-29 22:59","28","0","","30","0","","29","0","5/31/2020 21:59","30","0","","29","0"
"9957","BPOACXNC","""Caesars Slots""","com.playtika.caesarscasino","""3.51.1""","com.android.vending","Casino","","","1"," ","30","0","2020-02-29 22:59","28","0","","30","0","","29","0","5/31/2020 21:59","30","0","","29","0"
"9957","BPOACXNC","""RockNCash Casino Slot""","net.flysher.rockncash","""1.35.5""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","30","678066","","29","5387876","5/31/2020 21:59","30","37333609","","29","17752749"
"9957","BPOACXNC","""Stars Slots""","com.huuuge.stars.slots","""1.0.921""","com.android.vending","Casino","","","1"," ","30","0","2020-02-29 22:59","28","0","","30","5545","","29","0","5/31/2020 21:59","30","0","","29","0"
"9957","BPOACXNC","sonia","air.com.A888pokerandroid.ES","","","","","","","0","0","N/D","2020-02-29 22:59","28","11878","","30","11878","0","0","N/D","","0","","0","0","N/D"
"10053","UJLFKJFY","""bet365""","org.chromium.webapk.a90ecd198665365ac","""52""","com.android.vending","Sin categorizar","","",""," ","29","0","2020-02-29 22:59","28","0","","30","0","","29","0","5/31/2020 21:59","30","0","","14","0"
"10125","EQSFGTFG","""Bingo en Casa""","es.cabmagazine.bingoencasa","""3.3.1""","com.android.vending","Casual","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/13/2020 18:22","12","0","0","0","N/D"
"10162","GKIKCMAU","sonia","com.leovegas.leocasino","","","","","","","0","0","N/D","2020-02-29 22:59","28","10638253","","30","2379773","0","0","N/D","","0","","0","0","N/D"
"10199","QQMTRAUM","""Lucky Time""","playgame.realmoney.free.scratchers.win.luckytime","""1.3.52""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-25 03:09","24","0","0","0","N/D","0","0","N/D","5/14/2020 6:23","13","3679","0","0","N/D"
"10199","QQMTRAUM","""Lucky Day""","com.luckyday.app","""6.8.2""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-25 03:09","24","20108","0","0","N/D","0","0","N/D","5/14/2020 6:23","13","200382","0","0","N/D"
"10205","DJEJQYDX","""Frichinqo""","com.frichinqo.android","""1.0.2""","com.android.vending","Casino","","","","0","0","N/D","2020-02-27 10:54","26","0","","6","0","0","0","N/D","5/19/2020 11:37","18","0","0","0","N/D"
"10205","DJEJQYDX","""Daily Raffle""","com.dailyraffle","""1.80""","com.android.vending","Casino","","","","0","0","N/D","2020-02-27 10:54","26","0","","6","0","0","0","N/D","5/19/2020 11:37","18","0","0","0","N/D"
"10205","DJEJQYDX","""Spin Day""","com.viker.spinday","""2.12.0""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-27 10:54","26","0","","6","0","0","0","N/D","5/19/2020 11:37","18","0","0","0","N/D"
"10218","RSEXEDVN","sonia","com.playshoo.texaspoker.romania","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/9/2020 1:55","8","728350","","29","1413597"
"10222","AKKKXEPP","""Perla del Caribe""","com.slot.maquina.bar.tragaperras.perla.caribe.deluxe","""1.2.5""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10263","FBPVFDIF","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","0","0","N/D","","30","128215691","0","0","N/D","","0","","0","0","N/D"
"10263","FBPVFDIF","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/31/2020 21:59","30","81691352","","29","23024386"
"10271","AFJEOJIM","sonia","com.huuuge.casino.slots","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","","29","23273138"
"10271","AFJEOJIM","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","","29","23005106"
"10294","QQCMLSPA","sonia","com.pyrsoftware.pokerstars.es","","","","","","","0","0","N/D","2020-02-24 17:57","23","0","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10365","SNGPTTHB","sonia","com.mola.playspace.android.bingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","","29","35218","5/31/2020 21:59","30","35218","0","0","N/D"
"10382","AYDMVJKX","sonia","com.bingo.scape.android.free","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/15/2020 7:08","14","15203688","0","0","N/D"
"10395","JWCKBYPI","""William Hill""","who.whsportsbookspain","""1.0.0_427-spain-st""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-27 17:24","26","0","","29","0","","29","0","5/6/2020 16:36","5","0","0","0","N/D"
"10417","TMLGIJUE","""bet365""","com.ratul.bet365","""1.0""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-28 04:24","27","0","0","0","N/D","0","0","N/D","5/11/2020 7:26","10","0","0","0","N/D"
"10439","IHRMCJHS","""Pop! Slots""","com.playstudios.popslots","""2.56.14636""","com.android.vending","Casino","","","1","0","0","N/D","2020-02-29 17:29","28","89128","","1","0","0","0","N/D","5/17/2020 22:43","17","67780","0","0","N/D"
"10452","LQLGVTSC","""Roulette Royale - Casino""","com.mw.rouletteroyale","""35.6""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10502","DAYIHUVR","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","2020-02-29 22:59","28","8442","","30","8442","0","0","N/D","","0","","0","0","N/D"
"10502","DAYIHUVR","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/31/2020 21:59","30","0","","29","1178681"
"10532","WGPKCSNR","""Pokerface""","com.comunix.pokerface","""1.1.10""","com.android.vending","Card","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10537","KKYENMMU","""Texas Poker""","com.kamagames.pokerist","""30.4.0""","com.android.vending","Card","","","1","0","0","N/D","2020-02-29 22:09","28","0","","1","0","0","0","N/D","5/15/2020 6:05","14","0","0","0","N/D"
"10537","KKYENMMU","""Bingo Heaven""","com.twelvegigs.heaven.bingo","""1.359""","com.android.vending","Board","","","1","0","0","N/D","2020-02-29 22:09","28","0","","1","0","0","0","N/D","5/15/2020 6:05","14","0","0","0","N/D"
"10537","KKYENMMU","""Bingo en Casa""","es.cabmagazine.bingoencasa","""3.3.1""","com.android.vending","Casual","","","","0","0","N/D","2020-02-29 22:09","28","0","","1","0","0","0","N/D","5/15/2020 6:05","14","0","0","0","N/D"
"10537","KKYENMMU","""Cartones de Bingo""","es.bingo.cartonesbingo","""2.5.0""","com.android.vending","Casual","","","","0","0","N/D","2020-02-29 22:09","28","2780","","1","0","0","0","N/D","5/15/2020 6:05","14","0","0","0","N/D"
"10585","JSXKXDSY","""Big Time""","com.winrgames.bigtime","""3.4.5""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","9","0","0","0","N/D","5/24/2020 11:36","23","0","0","0","N/D"
"10585","JSXKXDSY","""Lucky Day""","com.luckyday.app","""6.8.2""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","9","1131","0","0","N/D","5/24/2020 11:36","23","318","0","0","N/D"
"10637","MCFNQPHM","""Com2uSPoker""","com.com2us.c2sholdem.normal.freefull.samsungapps.global.android.samsung","""1.3.2""","system","Sin categorizar","","1","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10684","GSTCAHMU","sonia","com.playshoo.texaspoker.romania","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/13/2020 22:14","13","899293","0","0","N/D"
"10702","XIASWKBF","""LeoVegas""","com.leovegas.leocasino","""3.4.8""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","17","19114","0","0","N/D","5/13/2020 10:21","12","0","0","0","N/D"
"10782","KHVCETPU","""Scratch Day""","com.viker.scratchattack","""3.11.1""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","27","0","0","0","N/D","5/13/2020 10:23","12","0","","29","0"
"10791","XWVDFFBT","""PokerStars ES""","com.pyrsoftware.pokerstars.es","""1.118.0""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","9","2983","0","0","N/D","5/14/2020 16:04","13","0","","26","0"
"10795","EEFIBDRV","sonia","air.com.buffalo_studios.newflashbingo","","","","","","","0","0","N/D","0","0","N/D","","10","0","0","0","N/D","","0","","0","0","N/D"
"10832","LWGUTQBJ","""Pop! Slots""","com.playstudios.popslots","""2.56.14636""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","9","0","0","0","N/D","5/20/2020 4:53","19","0","0","0","N/D"
"10832","LWGUTQBJ","""Slotomania""","air.com.playtika.slotomania","""6.2.3""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","9","0","0","0","N/D","5/20/2020 4:53","19","0","0","0","N/D"
"10877","FWUJJFUF","""Com2uSPoker""","com.com2us.c2sholdem.normal.freefull.samsungapps.global.android.samsung","""1.2.7""","system","Sin categorizar","","1","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10906","QFCXPYTP","""Perla del Caribe""","com.slot.maquina.bar.tragaperras.perla.caribe.deluxe","""1.2.5""","com.android.vending","Casino","","","","0","0","N/D","0","0","N/D","","14","0","0","0","N/D","5/17/2020 16:16","16","1551","0","0","N/D"
"10911","DUULDSIP","""bwin Sports""","com.bwinlabs.betdroid_es","""18.12.03""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10912","TMOCBUGB","""bwin Sports""","com.bwinlabs.betdroid_es","""18.12.03""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","17","0","0","0","N/D","5/10/2020 7:11","9","0","0","0","N/D"
"10913","UFRPRQTY","sonia","com.uken.BingoPop","","","","","","","0","0","N/D","0","0","N/D","","12","1238930","0","0","N/D","","0","","0","0","N/D"
"10915","BIGPQNNR","sonia","com.sportium.poker","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","","29","186409686","","0","","0","0","N/D"
"10918","NQBYWOFJ","sonia","com.slot.best.spins.casino.machine.bar.tragaperras.tesoro.monedas.java","","","","","","","0","0","N/D","0","0","N/D","","12","453416","0","0","N/D","","0","","0","0","N/D"
"10918","NQBYWOFJ","sonia","com.slot.spins.casino.machine.bar.tragaperras.troya.tragamonedas","","","","","","","0","0","N/D","0","0","N/D","","12","761759","0","0","N/D","","0","","0","0","N/D"
"10918","NQBYWOFJ","sonia","com.slot.spins.casino.machine.bar.tragaperras.vikingos.unidesa.tragamonedas","","","","","","","0","0","N/D","0","0","N/D","","12","700675","0","0","N/D","","0","","0","0","N/D"
"10936","PHMGUDID","sonia","com.pyrsoftware.pokerstars.es","","","","","","","0","0","N/D","0","0","N/D","","18","251784","0","0","N/D","","0","","0","0","N/D"
"10937","EMYQMAGJ","""888Poker.es""","air.com.A888pokerandroid.ES","""8.2.326""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","17","0","0","0","N/D","5/15/2020 10:20","14","0","0","0","N/D"
"10937","EMYQMAGJ","""Sportium Poker""","com.sportium.poker","""20.1.06001""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","17","0","0","0","N/D","5/15/2020 10:20","14","0","0","0","N/D"
"10937","EMYQMAGJ","""PokerStarsES""","com.pyrsoftware.pokerstars.es","""1.122.0""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","17","9501857","0","0","N/D","5/15/2020 10:20","14","0","0","0","N/D"
"10937","EMYQMAGJ","""partypokerES""","es.partypoker.poker","""6.0.4""","com.google.android.packageinstaller","Sin categorizar","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10937","EMYQMAGJ","""partypokerLIVE""","com.partypoker.mobileapp","""2.10.4""","com.android.vending","Entertainment","","","","0","0","N/D","0","0","N/D","","17","0","0","0","N/D","","0","","0","0","N/D"
"10940","BCLNNNRF","""bwin.es Poker""","es.bwin.android.poker","""5.6.2""","com.google.android.packageinstaller","Sin categorizar","","","","0","0","N/D","0","0","N/D","","20","0","0","0","N/D","5/14/2020 15:11","13","0","0","0","N/D"
"10940","BCLNNNRF","""888Poker.es""","air.com.A888pokerandroid.ES","""8.2.326""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","20","0","0","0","N/D","5/14/2020 15:11","13","769805","0","0","N/D"
"10940","BCLNNNRF","""PokerStars ES""","com.pyrsoftware.pokerstars.es","""1.119.1""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","20","156934","0","0","N/D","5/14/2020 15:11","13","201666","0","0","N/D"
"10943","AUIOFEHL","""Slot.com""","io.socialgamesonline.slotcom","""1.11.6""","com.android.vending","Casino","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"10972","BAJBKJJB","""PokerStarsES""","com.pyrsoftware.pokerstars.es","""1.123.0""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","","18","2374035","0","0","N/D","5/14/2020 4:48","13","4397042","0","0","N/D"
"10972","BAJBKJJB","sonia","air.com.A888pokerandroid.ES","","","","","","","0","0","N/D","0","0","N/D","","18","7944564","0","0","N/D","","0","","0","0","N/D"
"10972","BAJBKJJB","sonia","air.com.A888pokerandroid.ES","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/14/2020 4:48","13","24226","0","0","N/D"
"10982","BBAURSYO","sonia","air.com.spicerackmedia.bingoshowdown","","","","","","","0","0","N/D","0","0","N/D","","14","8155177","0","0","N/D","","0","","0","0","N/D"
"10982","BBAURSYO","sonia","com.bingo.scape.android.free","","","","","","","0","0","N/D","0","0","N/D","","14","16477871","0","0","N/D","","0","","0","0","N/D"
"10982","BBAURSYO","sonia","com.clipwiregames.bingostory","","","","","","","0","0","N/D","0","0","N/D","","14","20723867","0","0","N/D","","0","","0","0","N/D"
"10982","BBAURSYO","sonia","com.gamepoint.bingo","","","","","","","0","0","N/D","0","0","N/D","","14","12270883","0","0","N/D","","0","","0","0","N/D"
"10982","BBAURSYO","sonia","com.luabingo","","","","","","","0","0","N/D","0","0","N/D","","14","80657914","0","0","N/D","","0","","0","0","N/D"
"10982","BBAURSYO","sonia","com.mola.playspace.android.bingo","","","","","","","0","0","N/D","0","0","N/D","","14","7639936","0","0","N/D","","0","","0","0","N/D"
"11021","JTPQSCSF","""Com2uSPoker""","com.com2us.c2sholdem.normal.freefull.samsungapps.global.android.samsung","""1.2.7""","system","Sin categorizar","","1","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"11023","RCDODILK","""Slot.com""","io.socialgamesonline.slotcom","""1.10.0""","com.android.vending","Casino","","","","0","0","N/D","0","0","N/D","","26","0","0","0","N/D","5/21/2020 14:17","20","7109","0","0","N/D"
"11023","RCDODILK","sonia","slots.hot.vegas.casino.games.free","","","","","","","0","0","N/D","0","0","N/D","","26","96952","0","0","N/D","","0","","0","0","N/D"
"11029","HTJTGWOS","sonia","es.cabmagazine.bingoencasa","","","","","","","0","0","N/D","0","0","N/D","","29","417091","0","0","N/D","","0","","0","0","N/D"
"11043","EWQEYRDM","""Scratch Day""","com.viker.scratchattack","""3.11.1""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","22","0","0","0","N/D","5/18/2020 4:19","17","98077","0","0","N/D"
"11043","EWQEYRDM","sonia","slots.pcg.casino.games.free.android","","","","","","","0","0","N/D","0","0","N/D","","22","2956","0","0","N/D","","0","","0","0","N/D"
"11067","NJGMKTWD","sonia","com.mofunslots.richescasino","","","","","","","0","0","N/D","0","0","N/D","","23","515240","0","0","N/D","","0","","0","0","N/D"
